Server ID,Sponsor,Server Name,Timestamp,Distance,Ping,Download,Upload,Share,IP Address
1144,Bluebox Broadband,Derry,2020-01-22T23:09:04.528843Z,99.38123146011745,37.955,12206356.769565418,5818583.855955371,,94.175.237.130
1144,Bluebox Broadband,Derry,2020-01-22T23:10:01.025408Z,99.38123146011745,38.624,4043714.3767754757,2212666.774443881,,94.175.237.130
1144,Bluebox Broadband,Derry,2020-01-22T23:11:01.049606Z,99.38123146011745,44.498,29044825.932542972,6271283.856697876,,94.175.237.130
